state_abbr,state_fips,county_fips,county_name,tract_code,stcotr_fips,stpl_fips,city_name,domain_name,metric_name,metric_number,group_name,group_number,num,denom,est,lci,uci,data_yr_type,geo_level,date_export,version
NY,36,29,Erie County,3901,36029003901,3611000,Buffalo,Physical Environment,Air pollution - particulate matter,2,total population,1,-999,-999,7.8,-999,-999,2016,tract,43868,8.1
NY,36,29,Erie County,4001,36029004001,3611000,Buffalo,Physical Environment,Air pollution - particulate matter,2,total population,1,-999,-999,7.8,-999,-999,2016,tract,43868,8.1
NY,36,29,Erie County,4100,36029004100,3611000,Buffalo,Physical Environment,Air pollution - particulate matter,2,total population,1,-999,-999,7.8,-999,-999,2016,tract,43868,8.1
NY,36,29,Erie County,4200,36029004200,3611000,Buffalo,Physical Environment,Air pollution - particulate matter,2,total population,1,-999,-999,7.8,-999,-999,2016,tract,43868,8.1
NY,36,29,Erie County,4300,36029004300,3611000,Buffalo,Physical Environment,Air pollution - particulate matter,2,total population,1,-999,-999,7.8,-999,-999,2016,tract,43868,8.1
NY,36,29,Erie County,4401,36029004401,3611000,Buffalo,Physical Environment,Air pollution - particulate matter,2,total population,1,-999,-999,7.8,-999,-999,2016,tract,43868,8.1
NY,36,29,Erie County,4402,36029004402,3611000,Buffalo,Physical Environment,Air pollution - particulate matter,2,total population,1,-999,-999,7.8,-999,-999,2016,tract,43868,8.1
NY,36,29,Erie County,4500,36029004500,3611000,Buffalo,Physical Environment,Air pollution - particulate matter,2,total population,1,-999,-999,7.8,-999,-999,2016,tract,43868,8.1
NY,36,29,Erie County,4601,36029004601,3611000,Buffalo,Physical Environment,Air pollution - particulate matter,2,total population,1,-999,-999,7.8,-999,-999,2016,tract,43868,8.1
NY,36,29,Erie County,4602,36029004602,3611000,Buffalo,Physical Environment,Air pollution - particulate matter,2,total population,1,-999,-999,7.8,-999,-999,2016,tract,43868,8.1
NY,36,29,Erie County,4700,36029004700,3611000,Buffalo,Physical Environment,Air pollution - particulate matter,2,total population,1,-999,-999,7.8,-999,-999,2016,tract,43868,8.1
NY,36,29,Erie County,4800,36029004800,3611000,Buffalo,Physical Environment,Air pollution - particulate matter,2,total population,1,-999,-999,7.8,-999,-999,2016,tract,43868,8.1
NY,36,29,Erie County,4900,36029004900,3611000,Buffalo,Physical Environment,Air pollution - particulate matter,2,total population,1,-999,-999,7.9,-999,-999,2016,tract,43868,8.1
NY,36,29,Erie County,5000,36029005000,3611000,Buffalo,Physical Environment,Air pollution - particulate matter,2,total population,1,-999,-999,7.9,-999,-999,2016,tract,43868,8.1
NY,36,29,Erie County,5100,36029005100,3611000,Buffalo,Physical Environment,Air pollution - particulate matter,2,total population,1,-999,-999,7.9,-999,-999,2016,tract,43868,8.1
NY,36,29,Erie County,5201,36029005201,3611000,Buffalo,Physical Environment,Air pollution - particulate matter,2,total population,1,-999,-999,7.8,-999,-999,2016,tract,43868,8.1
NY,36,29,Erie County,5202,36029005202,3611000,Buffalo,Physical Environment,Air pollution - particulate matter,2,total population,1,-999,-999,7.8,-999,-999,2016,tract,43868,8.1
NY,36,29,Erie County,5300,36029005300,3611000,Buffalo,Physical Environment,Air pollution - particulate matter,2,total population,1,-999,-999,7.8,-999,-999,2016,tract,43868,8.1
NY,36,29,Erie County,5400,36029005400,3611000,Buffalo,Physical Environment,Air pollution - particulate matter,2,total population,1,-999,-999,7.9,-999,-999,2016,tract,43868,8.1
NY,36,29,Erie County,5500,36029005500,3611000,Buffalo,Physical Environment,Air pollution - particulate matter,2,total population,1,-999,-999,7.9,-999,-999,2016,tract,43868,8.1
NY,36,29,Erie County,5600,36029005600,3611000,Buffalo,Physical Environment,Air pollution - particulate matter,2,total population,1,-999,-999,7.9,-999,-999,2016,tract,43868,8.1
NY,36,29,Erie County,5700,36029005700,3611000,Buffalo,Physical Environment,Air pollution - particulate matter,2,total population,1,-999,-999,7.9,-999,-999,2016,tract,43868,8.1
NY,36,29,Erie County,5801,36029005801,3611000,Buffalo,Physical Environment,Air pollution - particulate matter,2,total population,1,-999,-999,8,-999,-999,2016,tract,43868,8.1
NY,36,29,Erie County,5802,36029005802,3611000,Buffalo,Physical Environment,Air pollution - particulate matter,2,total population,1,-999,-999,7.9,-999,-999,2016,tract,43868,8.1
NY,36,29,Erie County,5900,36029005900,3611000,Buffalo,Physical Environment,Air pollution - particulate matter,2,total population,1,-999,-999,7.9,-999,-999,2016,tract,43868,8.1
NY,36,29,Erie County,6100,36029006100,3611000,Buffalo,Physical Environment,Air pollution - particulate matter,2,total population,1,-999,-999,7.8,-999,-999,2016,tract,43868,8.1
NY,36,29,Erie County,6201,36029006201,3611000,Buffalo,Physical Environment,Air pollution - particulate matter,2,total population,1,-999,-999,7.9,-999,-999,2016,tract,43868,8.1
NY,36,29,Erie County,6301,36029006301,3611000,Buffalo,Physical Environment,Air pollution - particulate matter,2,total population,1,-999,-999,7.9,-999,-999,2016,tract,43868,8.1
NY,36,29,Erie County,6302,36029006302,3611000,Buffalo,Physical Environment,Air pollution - particulate matter,2,total population,1,-999,-999,7.8,-999,-999,2016,tract,43868,8.1
NY,36,29,Erie County,6501,36029006501,3611000,Buffalo,Physical Environment,Air pollution - particulate matter,2,total population,1,-999,-999,7.8,-999,-999,2016,tract,43868,8.1
NY,36,29,Erie County,6601,36029006601,3611000,Buffalo,Physical Environment,Air pollution - particulate matter,2,total population,1,-999,-999,7.8,-999,-999,2016,tract,43868,8.1
NY,36,29,Erie County,6602,36029006602,3611000,Buffalo,Physical Environment,Air pollution - particulate matter,2,total population,1,-999,-999,7.8,-999,-999,2016,tract,43868,8.1
NY,36,29,Erie County,6701,36029006701,3611000,Buffalo,Physical Environment,Air pollution - particulate matter,2,total population,1,-999,-999,7.8,-999,-999,2016,tract,43868,8.1
NY,36,29,Erie County,6702,36029006702,3611000,Buffalo,Physical Environment,Air pollution - particulate matter,2,total population,1,-999,-999,7.8,-999,-999,2016,tract,43868,8.1
NY,36,29,Erie County,6800,36029006800,3611000,Buffalo,Physical Environment,Air pollution - particulate matter,2,total population,1,-999,-999,7.8,-999,-999,2016,tract,43868,8.1
NY,36,29,Erie County,6901,36029006901,3611000,Buffalo,Physical Environment,Air pollution - particulate matter,2,total population,1,-999,-999,7.8,-999,-999,2016,tract,43868,8.1
NY,36,29,Erie County,6902,36029006902,3611000,Buffalo,Physical Environment,Air pollution - particulate matter,2,total population,1,-999,-999,7.8,-999,-999,2016,tract,43868,8.1
NY,36,29,Erie County,7000,36029007000,3611000,Buffalo,Physical Environment,Air pollution - particulate matter,2,total population,1,-999,-999,7.8,-999,-999,2016,tract,43868,8.1
NY,36,29,Erie County,7101,36029007101,3611000,Buffalo,Physical Environment,Air pollution - particulate matter,2,total population,1,-999,-999,7.8,-999,-999,2016,tract,43868,8.1
NY,36,29,Erie County,7102,36029007102,3611000,Buffalo,Physical Environment,Air pollution - particulate matter,2,total population,1,-999,-999,7.8,-999,-999,2016,tract,43868,8.1
NY,36,29,Erie County,7202,36029007202,3611000,Buffalo,Physical Environment,Air pollution - particulate matter,2,total population,1,-999,-999,7.8,-999,-999,2016,tract,43868,8.1
NY,36,29,Erie County,16300,36029016300,3611000,Buffalo,Physical Environment,Air pollution - particulate matter,2,total population,1,-999,-999,7.7,-999,-999,2016,tract,43868,8.1
NY,36,29,Erie County,16400,36029016400,3611000,Buffalo,Physical Environment,Air pollution - particulate matter,2,total population,1,-999,-999,7.7,-999,-999,2016,tract,43868,8.1
NY,36,29,Erie County,16500,36029016500,3611000,Buffalo,Physical Environment,Air pollution - particulate matter,2,total population,1,-999,-999,7.7,-999,-999,2016,tract,43868,8.1
NY,36,29,Erie County,16600,36029016600,3611000,Buffalo,Physical Environment,Air pollution - particulate matter,2,total population,1,-999,-999,7.7,-999,-999,2016,tract,43868,8.1
NY,36,29,Erie County,16700,36029016700,3611000,Buffalo,Physical Environment,Air pollution - particulate matter,2,total population,1,-999,-999,7.6,-999,-999,2016,tract,43868,8.1
NY,36,29,Erie County,16800,36029016800,3611000,Buffalo,Physical Environment,Air pollution - particulate matter,2,total population,1,-999,-999,7.8,-999,-999,2016,tract,43868,8.1
NY,36,29,Erie County,16900,36029016900,3611000,Buffalo,Physical Environment,Air pollution - particulate matter,2,total population,1,-999,-999,7.8,-999,-999,2016,tract,43868,8.1
NY,36,29,Erie County,17000,36029017000,3611000,Buffalo,Physical Environment,Air pollution - particulate matter,2,total population,1,-999,-999,7.8,-999,-999,2016,tract,43868,8.1
NY,36,29,Erie County,17100,36029017100,3611000,Buffalo,Physical Environment,Air pollution - particulate matter,2,total population,1,-999,-999,7.9,-999,-999,2016,tract,43868,8.1
NY,36,29,Erie County,17400,36029017400,3611000,Buffalo,Physical Environment,Air pollution - particulate matter,2,total population,1,-999,-999,7.5,-999,-999,2016,tract,43868,8.1
NY,36,29,Erie County,110,36029000110,3611000,Buffalo,Health Behaviors,Binge drinking,3,total population,1,-999,-999,21.9,21.2,22.6,"2017, 1 Year Modeled Estimate",tract,43868,8.1
NY,36,29,Erie County,200,36029000200,3611000,Buffalo,Health Behaviors,Binge drinking,3,total population,1,-999,-999,20.4,19.7,21.1,"2017, 1 Year Modeled Estimate",tract,43868,8.1
NY,36,29,Erie County,500,36029000500,3611000,Buffalo,Health Behaviors,Binge drinking,3,total population,1,-999,-999,18.7,18.2,19.2,"2017, 1 Year Modeled Estimate",tract,43868,8.1
NY,36,29,Erie County,600,36029000600,3611000,Buffalo,Health Behaviors,Binge drinking,3,total population,1,-999,-999,22.9,22.2,23.6,"2017, 1 Year Modeled Estimate",tract,43868,8.1
NY,36,29,Erie County,700,36029000700,3611000,Buffalo,Health Behaviors,Binge drinking,3,total population,1,-999,-999,23.2,22.5,23.9,"2017, 1 Year Modeled Estimate",tract,43868,8.1
NY,36,29,Erie County,800,36029000800,3611000,Buffalo,Health Behaviors,Binge drinking,3,total population,1,-999,-999,22.5,21.9,23.1,"2017, 1 Year Modeled Estimate",tract,43868,8.1
NY,36,29,Erie County,900,36029000900,3611000,Buffalo,Health Behaviors,Binge drinking,3,total population,1,-999,-999,24.2,23.4,25,"2017, 1 Year Modeled Estimate",tract,43868,8.1
NY,36,29,Erie County,1000,36029001000,3611000,Buffalo,Health Behaviors,Binge drinking,3,total population,1,-999,-999,23.1,22.3,23.9,"2017, 1 Year Modeled Estimate",tract,43868,8.1
NY,36,29,Erie County,1100,36029001100,3611000,Buffalo,Health Behaviors,Binge drinking,3,total population,1,-999,-999,21.7,21,22.4,"2017, 1 Year Modeled Estimate",tract,43868,8.1
NY,36,29,Erie County,1402,36029001402,3611000,Buffalo,Health Behaviors,Binge drinking,3,total population,1,-999,-999,12.8,12.3,13.3,"2017, 1 Year Modeled Estimate",tract,43868,8.1
NY,36,29,Erie County,1500,36029001500,3611000,Buffalo,Health Behaviors,Binge drinking,3,total population,1,-999,-999,13.3,12.9,13.7,"2017, 1 Year Modeled Estimate",tract,43868,8.1
NY,36,29,Erie County,1600,36029001600,3611000,Buffalo,Health Behaviors,Binge drinking,3,total population,1,-999,-999,13.6,13.2,14,"2017, 1 Year Modeled Estimate",tract,43868,8.1
NY,36,29,Erie County,1700,36029001700,3611000,Buffalo,Health Behaviors,Binge drinking,3,total population,1,-999,-999,17,16.5,17.5,"2017, 1 Year Modeled Estimate",tract,43868,8.1
NY,36,29,Erie County,1900,36029001900,3611000,Buffalo,Health Behaviors,Binge drinking,3,total population,1,-999,-999,22.1,21.4,22.8,"2017, 1 Year Modeled Estimate",tract,43868,8.1
NY,36,29,Erie County,2300,36029002300,3611000,Buffalo,Health Behaviors,Binge drinking,3,total population,1,-999,-999,18.7,18,19.4,"2017, 1 Year Modeled Estimate",tract,43868,8.1
NY,36,29,Erie County,2400,36029002400,3611000,Buffalo,Health Behaviors,Binge drinking,3,total population,1,-999,-999,18.7,18.2,19.2,"2017, 1 Year Modeled Estimate",tract,43868,8.1
NY,36,29,Erie County,2502,36029002502,3611000,Buffalo,Health Behaviors,Binge drinking,3,total population,1,-999,-999,16.3,15.9,16.7,"2017, 1 Year Modeled Estimate",tract,43868,8.1
NY,36,29,Erie County,2702,36029002702,3611000,Buffalo,Health Behaviors,Binge drinking,3,total population,1,-999,-999,12.8,12.5,13.1,"2017, 1 Year Modeled Estimate",tract,43868,8.1
NY,36,29,Erie County,2800,36029002800,3611000,Buffalo,Health Behaviors,Binge drinking,3,total population,1,-999,-999,14.9,14.5,15.3,"2017, 1 Year Modeled Estimate",tract,43868,8.1
NY,36,29,Erie County,2900,36029002900,3611000,Buffalo,Health Behaviors,Binge drinking,3,total population,1,-999,-999,14.6,14.1,15.1,"2017, 1 Year Modeled Estimate",tract,43868,8.1
NY,36,29,Erie County,3000,36029003000,3611000,Buffalo,Health Behaviors,Binge drinking,3,total population,1,-999,-999,14.4,13.9,14.9,"2017, 1 Year Modeled Estimate",tract,43868,8.1
NY,36,29,Erie County,3100,36029003100,3611000,Buffalo,Health Behaviors,Binge drinking,3,total population,1,-999,-999,14,13.6,14.4,"2017, 1 Year Modeled Estimate",tract,43868,8.1
NY,36,29,Erie County,3301,36029003301,3611000,Buffalo,Health Behaviors,Binge drinking,3,total population,1,-999,-999,12.6,12.1,13.1,"2017, 1 Year Modeled Estimate",tract,43868,8.1
NY,36,29,Erie County,3302,36029003302,3611000,Buffalo,Health Behaviors,Binge drinking,3,total population,1,-999,-999,11.7,11.2,12.2,"2017, 1 Year Modeled Estimate",tract,43868,8.1
NY,36,29,Erie County,3400,36029003400,3611000,Buffalo,Health Behaviors,Binge drinking,3,total population,1,-999,-999,13.2,12.8,13.6,"2017, 1 Year Modeled Estimate",tract,43868,8.1
NY,36,29,Erie County,3500,36029003500,3611000,Buffalo,Health Behaviors,Binge drinking,3,total population,1,-999,-999,13.9,13.3,14.5,"2017, 1 Year Modeled Estimate",tract,43868,8.1
NY,36,29,Erie County,3600,36029003600,3611000,Buffalo,Health Behaviors,Binge drinking,3,total population,1,-999,-999,13.1,12.7,13.5,"2017, 1 Year Modeled Estimate",tract,43868,8.1
NY,36,29,Erie County,3700,36029003700,3611000,Buffalo,Health Behaviors,Binge drinking,3,total population,1,-999,-999,14.5,14,15,"2017, 1 Year Modeled Estimate",tract,43868,8.1
NY,36,29,Erie County,3800,36029003800,3611000,Buffalo,Health Behaviors,Binge drinking,3,total population,1,-999,-999,15.3,14.9,15.7,"2017, 1 Year Modeled Estimate",tract,43868,8.1
NY,36,29,Erie County,3901,36029003901,3611000,Buffalo,Health Behaviors,Binge drinking,3,total population,1,-999,-999,14.2,13.7,14.7,"2017, 1 Year Modeled Estimate",tract,43868,8.1
NY,36,29,Erie County,4001,36029004001,3611000,Buffalo,Health Behaviors,Binge drinking,3,total population,1,-999,-999,14.4,13.9,14.9,"2017, 1 Year Modeled Estimate",tract,43868,8.1
NY,36,29,Erie County,4100,36029004100,3611000,Buffalo,Health Behaviors,Binge drinking,3,total population,1,-999,-999,15.1,14.6,15.6,"2017, 1 Year Modeled Estimate",tract,43868,8.1
NY,36,29,Erie County,4200,36029004200,3611000,Buffalo,Health Behaviors,Binge drinking,3,total population,1,-999,-999,14.9,14.3,15.5,"2017, 1 Year Modeled Estimate",tract,43868,8.1
NY,36,29,Erie County,4300,36029004300,3611000,Buffalo,Health Behaviors,Binge drinking,3,total population,1,-999,-999,18,17.4,18.6,"2017, 1 Year Modeled Estimate",tract,43868,8.1
NY,36,29,Erie County,4401,36029004401,3611000,Buffalo,Health Behaviors,Binge drinking,3,total population,1,-999,-999,15.7,15.1,16.3,"2017, 1 Year Modeled Estimate",tract,43868,8.1
NY,36,29,Erie County,4402,36029004402,3611000,Buffalo,Health Behaviors,Binge drinking,3,total population,1,-999,-999,13.1,12.5,13.7,"2017, 1 Year Modeled Estimate",tract,43868,8.1
NY,36,29,Erie County,4500,36029004500,3611000,Buffalo,Health Behaviors,Binge drinking,3,total population,1,-999,-999,21.6,21.2,22,"2017, 1 Year Modeled Estimate",tract,43868,8.1
NY,36,29,Erie County,4601,36029004601,3611000,Buffalo,Health Behaviors,Binge drinking,3,total population,1,-999,-999,22.3,21.5,23.1,"2017, 1 Year Modeled Estimate",tract,43868,8.1
NY,36,29,Erie County,4602,36029004602,3611000,Buffalo,Health Behaviors,Binge drinking,3,total population,1,-999,-999,31.1,29.8,32.4,"2017, 1 Year Modeled Estimate",tract,43868,8.1
NY,36,29,Erie County,4700,36029004700,3611000,Buffalo,Health Behaviors,Binge drinking,3,total population,1,-999,-999,20.4,19.8,21,"2017, 1 Year Modeled Estimate",tract,43868,8.1
NY,36,29,Erie County,4800,36029004800,3611000,Buffalo,Health Behaviors,Binge drinking,3,total population,1,-999,-999,23.9,23.4,24.4,"2017, 1 Year Modeled Estimate",tract,43868,8.1
NY,36,29,Erie County,4900,36029004900,3611000,Buffalo,Health Behaviors,Binge drinking,3,total population,1,-999,-999,23.3,22.6,24,"2017, 1 Year Modeled Estimate",tract,43868,8.1
NY,36,29,Erie County,5000,36029005000,3611000,Buffalo,Health Behaviors,Binge drinking,3,total population,1,-999,-999,23,22.4,23.6,"2017, 1 Year Modeled Estimate",tract,43868,8.1
NY,36,29,Erie County,5100,36029005100,3611000,Buffalo,Health Behaviors,Binge drinking,3,total population,1,-999,-999,22,21.4,22.6,"2017, 1 Year Modeled Estimate",tract,43868,8.1
NY,36,29,Erie County,5201,36029005201,3611000,Buffalo,Health Behaviors,Binge drinking,3,total population,1,-999,-999,22.9,22.4,23.4,"2017, 1 Year Modeled Estimate",tract,43868,8.1
NY,36,29,Erie County,5202,36029005202,3611000,Buffalo,Health Behaviors,Binge drinking,3,total population,1,-999,-999,21.7,20.4,23,"2017, 1 Year Modeled Estimate",tract,43868,8.1
NY,36,29,Erie County,5300,36029005300,3611000,Buffalo,Health Behaviors,Binge drinking,3,total population,1,-999,-999,25.5,24.5,26.5,"2017, 1 Year Modeled Estimate",tract,43868,8.1
NY,36,29,Erie County,5400,36029005400,3611000,Buffalo,Health Behaviors,Binge drinking,3,total population,1,-999,-999,22.7,22.1,23.3,"2017, 1 Year Modeled Estimate",tract,43868,8.1
NY,36,29,Erie County,5500,36029005500,3611000,Buffalo,Health Behaviors,Binge drinking,3,total population,1,-999,-999,19.4,18.8,20,"2017, 1 Year Modeled Estimate",tract,43868,8.1
NY,36,29,Erie County,5600,36029005600,3611000,Buffalo,Health Behaviors,Binge drinking,3,total population,1,-999,-999,17.6,17.1,18.1,"2017, 1 Year Modeled Estimate",tract,43868,8.1
NY,36,29,Erie County,5700,36029005700,3611000,Buffalo,Health Behaviors,Binge drinking,3,total population,1,-999,-999,18,17.5,18.5,"2017, 1 Year Modeled Estimate",tract,43868,8.1
NY,36,29,Erie County,5801,36029005801,3611000,Buffalo,Health Behaviors,Binge drinking,3,total population,1,-999,-999,19.5,18.9,20.1,"2017, 1 Year Modeled Estimate",tract,43868,8.1
NY,36,29,Erie County,5802,36029005802,3611000,Buffalo,Health Behaviors,Binge drinking,3,total population,1,-999,-999,19.1,18.6,19.6,"2017, 1 Year Modeled Estimate",tract,43868,8.1
NY,36,29,Erie County,5900,36029005900,3611000,Buffalo,Health Behaviors,Binge drinking,3,total population,1,-999,-999,17.2,16.7,17.7,"2017, 1 Year Modeled Estimate",tract,43868,8.1
NY,36,29,Erie County,6100,36029006100,3611000,Buffalo,Health Behaviors,Binge drinking,3,total population,1,-999,-999,17.3,16.8,17.8,"2017, 1 Year Modeled Estimate",tract,43868,8.1
NY,36,29,Erie County,6201,36029006201,3611000,Buffalo,Health Behaviors,Binge drinking,3,total population,1,-999,-999,27.6,26,29.2,"2017, 1 Year Modeled Estimate",tract,43868,8.1
NY,36,29,Erie County,6301,36029006301,3611000,Buffalo,Health Behaviors,Binge drinking,3,total population,1,-999,-999,27.7,27.1,28.3,"2017, 1 Year Modeled Estimate",tract,43868,8.1
NY,36,29,Erie County,6302,36029006302,3611000,Buffalo,Health Behaviors,Binge drinking,3,total population,1,-999,-999,24.5,24,25,"2017, 1 Year Modeled Estimate",tract,43868,8.1
NY,36,29,Erie County,6501,36029006501,3611000,Buffalo,Health Behaviors,Binge drinking,3,total population,1,-999,-999,24.4,23.9,24.9,"2017, 1 Year Modeled Estimate",tract,43868,8.1
NY,36,29,Erie County,6601,36029006601,3611000,Buffalo,Health Behaviors,Binge drinking,3,total population,1,-999,-999,24.2,23.7,24.7,"2017, 1 Year Modeled Estimate",tract,43868,8.1
NY,36,29,Erie County,6602,36029006602,3611000,Buffalo,Health Behaviors,Binge drinking,3,total population,1,-999,-999,18,17.6,18.4,"2017, 1 Year Modeled Estimate",tract,43868,8.1
NY,36,29,Erie County,6701,36029006701,3611000,Buffalo,Health Behaviors,Binge drinking,3,total population,1,-999,-999,24.2,23.7,24.7,"2017, 1 Year Modeled Estimate",tract,43868,8.1
NY,36,29,Erie County,6702,36029006702,3611000,Buffalo,Health Behaviors,Binge drinking,3,total population,1,-999,-999,21.4,20.9,21.9,"2017, 1 Year Modeled Estimate",tract,43868,8.1
NY,36,29,Erie County,6800,36029006800,3611000,Buffalo,Health Behaviors,Binge drinking,3,total population,1,-999,-999,26.1,25.6,26.6,"2017, 1 Year Modeled Estimate",tract,43868,8.1
NY,36,29,Erie County,6901,36029006901,3611000,Buffalo,Health Behaviors,Binge drinking,3,total population,1,-999,-999,16.5,16,17,"2017, 1 Year Modeled Estimate",tract,43868,8.1
NY,36,29,Erie County,6902,36029006902,3611000,Buffalo,Health Behaviors,Binge drinking,3,total population,1,-999,-999,17.7,17.3,18.1,"2017, 1 Year Modeled Estimate",tract,43868,8.1
NY,36,29,Erie County,7000,36029007000,3611000,Buffalo,Health Behaviors,Binge drinking,3,total population,1,-999,-999,17,16.6,17.4,"2017, 1 Year Modeled Estimate",tract,43868,8.1
NY,36,29,Erie County,7101,36029007101,3611000,Buffalo,Health Behaviors,Binge drinking,3,total population,1,-999,-999,16.4,15.9,16.9,"2017, 1 Year Modeled Estimate",tract,43868,8.1
NY,36,29,Erie County,7102,36029007102,3611000,Buffalo,Health Behaviors,Binge drinking,3,total population,1,-999,-999,16.8,16.4,17.2,"2017, 1 Year Modeled Estimate",tract,43868,8.1
NY,36,29,Erie County,7202,36029007202,3611000,Buffalo,Health Behaviors,Binge drinking,3,total population,1,-999,-999,18,17.6,18.4,"2017, 1 Year Modeled Estimate",tract,43868,8.1
NY,36,29,Erie County,16300,36029016300,3611000,Buffalo,Health Behaviors,Binge drinking,3,total population,1,-999,-999,19.2,18.7,19.7,"2017, 1 Year Modeled Estimate",tract,43868,8.1
NY,36,29,Erie County,16400,36029016400,3611000,Buffalo,Health Behaviors,Binge drinking,3,total population,1,-999,-999,16.5,16.1,16.9,"2017, 1 Year Modeled Estimate",tract,43868,8.1
